	HN_B73L2	HN_B73L4	HN_SDL1	HN_SDL2	LN_B73L1	LN_B73L4	LN_SDL3	LN_SDL4
Zm00001d018368	2	1	1	7	0	1	12	3
Zm00001d018369	21	3	27	14	21	0	132	113
Zm00001d018370	2923	2120	3114	2722	4914	6619	8366	7218
Zm00001d018371	647	631	339	448	758	992	800	546
Zm00001d018372	10	1	13	10	17	13	13	7
Zm00001d018374	47	31	182	197	138	131	181	114
Zm00001d018375	137	120	134	91	116	148	219	129
Zm00001d018376	4	8	4	5	1	13	5	5
Zm00001d018377	150	112	168	144	205	150	143	157
Zm00001d018378	149	190	180	179	123	130	153	149
Zm00001d018380	584	403	478	510	737	866	996	660
Zm00001d018382	992	848	926	817	1281	1490	2173	1507
Zm00001d018383	414	296	363	296	446	399	335	367
Zm00001d018384	11	10	10	9	0	1	0	6
Zm00001d018386	22726	19430	25154	20630	9166	7825	11404	8552
Zm00001d018388	2267	2497	1771	1449	1638	1803	2290	1787
Zm00001d018389	386	244	424	359	552	610	506	557
Zm00001d018390	1453	1293	1159	906	935	767	996	949
Zm00001d018391	1145	940	968	825	961	988	1163	886
Zm00001d018392	180	153	105	128	269	268	354	270
Zm00001d018393	730	944	536	586	652	462	848	759
Zm00001d001754	8	3	8	3	11	21	4	2
Zm00001d018394	1018	866	622	621	1678	1725	1353	1236
Zm00001d018399	708	388	762	683	1127	997	814	782
Zm00001d018400	220	197	197	173	386	422	303	219
Zm00001d001756	105	65	34	54	126	168	80	113
Zm00001d018401	3054	2235	2026	1886	2178	1998	1999	1514
Zm00001d018402	0	0	17	8	0	0	20	19
Zm00001d018403	697	570	659	581	1208	1195	1245	1045
Zm00001d018404	334	201	202	223	260	357	155	154
Zm00001d018405	78	82	117	94	149	150	238	194
Zm00001d018406	510	525	566	332	749	640	693	849
Zm00001d018407	306	264	137	126	292	328	416	339
Zm00001d018409	1681	1237	1362	1090	1937	2010	1838	1420
Zm00001d018410	252	179	219	136	372	459	314	317
Zm00001d018411	141	82	156	154	107	154	175	149
Zm00001d018412	3671	2521	5555	5079	1527	1018	1902	1814
Zm00001d018413	5336	3683	3858	3478	3883	3402	2998	2382
Zm00001d018414	284	204	30	55	180	236	48	13
Zm00001d018415	45	36	112	113	150	244	387	280
Zm00001d018416	50	46	46	45	97	97	82	59
Zm00001d018418	674	457	427	378	622	726	740	609
Zm00001d018419	33	29	29	52	90	79	90	57
Zm00001d018420	1349	916	1046	1087	1390	1489	1889	1423
Zm00001d018421	268	241	274	178	759	764	804	998
Zm00001d018423	1490	1482	852	830	2285	2813	2324	1500
Zm00001d018428	1087	848	841	610	787	1190	791	856
Zm00001d018429	41	62	7	2	148	499	62	82
Zm00001d001758	0	0	4	0	0	1	2	14
Zm00001d018430	48	42	0	0	52	70	3	1
Zm00001d001760	18	13	0	0	5	26	0	0
Zm00001d018431	25	25	73	36	96	60	59	86
Zm00001d018432	1058	949	1255	982	443	339	244	245
Zm00001d018435	9	8	7	11	22	12	16	17
Zm00001d018438	126	144	10	7	71	169	40	48
Zm00001d018439	370	284	196	198	774	1018	482	380
Zm00001d018440	1269	1290	1148	968	1638	1722	1733	1376
Zm00001d018441	16	6	9	21	53	40	37	21
Zm00001d018443	485	465	469	492	816	987	898	880
Zm00001d018444	62	45	40	76	59	60	71	36
Zm00001d018445	554	418	416	586	474	442	418	286
Zm00001d018447	71	58	125	95	102	122	217	171
Zm00001d018448	0	1	0	7	4	1	5	8
Zm00001d018449	3	4	2	1	1	1	2	5
Zm00001d018450	297	281	277	248	341	425	461	406
Zm00001d018451	4	3	2	5	8	7	10	10
Zm00001d018452	812	731	410	294	934	947	941	819
Zm00001d018454	2313	2048	2196	1540	4680	6110	6603	6520
Zm00001d018455	13	7	47	33	18	12	35	26
Zm00001d018457	0	0	1	2	0	0	7	1
Zm00001d018460	775	660	911	911	839	822	1410	1188
Zm00001d018461	170	215	276	232	300	380	509	650
Zm00001d018462	239	170	209	234	330	340	265	229
Zm00001d018463	0	1	4	0	2	0	5	1
Zm00001d018464	7922	6080	2721	2782	4863	3657	1911	1724
Zm00001d018465	16	12	13	13	11	30	69	24
Zm00001d018466	1729	1350	2165	1627	1635	1355	1729	1612
Zm00001d018467	6938	5684	2636	2338	5795	4508	2757	2622
Zm00001d018468	6796	5463	3318	3297	4491	3717	3123	2614
Zm00001d018469	73	76	89	56	107	182	238	178
Zm00001d018470	804	545	1122	1334	686	574	1581	1233
Zm00001d018471	27	8	37	15	61	43	61	69
Zm00001d018472	26	17	6	23	32	16	16	12
Zm00001d018473	133	132	4	1	82	55	7	10
Zm00001d018474	2	3	39	32	2	5	33	16
Zm00001d018475	258	123	570	582	514	275	659	685
Zm00001d018477	74	57	88	113	112	103	147	126
Zm00001d018478	175	92	143	110	169	208	113	135
Zm00001d018479	2651	2056	1612	1474	1922	1723	1562	1494
Zm00001d018481	1472	1304	1320	1379	1582	1860	2123	1632
Zm00001d018482	167	115	143	188	219	167	192	180
Zm00001d018483	1	5	0	0	0	3	6	0
Zm00001d018484	355	395	416	501	398	522	1160	741
Zm00001d018485	166	110	210	231	324	205	267	260
Zm00001d018487	6190	4973	3115	3225	5864	10405	4841	3647
Zm00001d018488	2295	1765	2490	1981	2580	2487	5436	4506
Zm00001d018489	252	222	130	117	337	335	248	183
Zm00001d018490	234	174	63	84	250	300	304	194
Zm00001d018491	27	62	20	22	167	164	70	53
Zm00001d018494	173	169	153	117	232	261	274	168
Zm00001d018495	135	114	108	124	289	339	255	231
Zm00001d018496	1425	1087	1125	1273	1161	1414	2085	1587
Zm00001d018497	95	76	53	60	96	73	45	35
Zm00001d018498	6365	5723	4578	4298	5597	5159	7104	5402
Zm00001d018499	79	74	88	55	89	201	120	126
Zm00001d018500	15	7	15	8	8	27	52	27
Zm00001d018501	97	82	74	59	125	121	74	70
Zm00001d018502	55	52	56	45	81	115	40	66
Zm00001d018503	1075	1055	305	226	875	959	560	434
Zm00001d018504	275	222	148	177	311	357	237	197
Zm00001d018505	28	23	19	32	42	30	48	45
Zm00001d018506	269	241	521	274	306	320	498	445
Zm00001d018507	667	446	487	531	681	679	907	775
Zm00001d018511	583	535	357	391	552	749	512	334
Zm00001d018512	464	377	315	308	585	650	662	452
Zm00001d018513	0	0	1	2	0	0	6	10
Zm00001d018514	125	121	85	79	282	319	269	260
Zm00001d018515	86	84	121	103	214	288	250	231
Zm00001d018516	13	12	19	21	19	36	58	63
Zm00001d018517	59	29	53	47	35	62	58	60
Zm00001d018521	312	239	279	285	461	563	565	534
Zm00001d018522	2133	1621	1978	2105	1796	1714	2219	1758
Zm00001d018523	1276	969	743	825	1289	1427	1441	1107
Zm00001d018524	336	245	216	267	448	544	494	446
Zm00001d018525	990	738	862	784	918	907	1051	783
Zm00001d018526	30	20	18	11	35	25	27	33
Zm00001d018527	297	272	200	177	350	544	455	365
Zm00001d018528	56	27	50	46	87	66	98	89
Zm00001d018529	4023	3516	1089	822	4897	5065	2497	2056
Zm00001d018530	114	103	190	212	112	86	190	191
Zm00001d018531	1	1	2	3	0	0	1	0
Zm00001d018532	91	88	61	51	121	114	105	73
Zm00001d018533	97	93	130	138	170	211	271	199
Zm00001d018534	19	16	13	12	20	42	32	38
Zm00001d018535	10634	8819	8085	7461	8496	8011	9328	7274
Zm00001d018541	138	95	44	60	99	54	41	24
Zm00001d018542	968	689	865	835	987	1028	1154	1030
Zm00001d018543	17	17	4	7	10	16	22	5
Zm00001d018544	1958	1412	2218	2316	961	737	1239	1023
Zm00001d018545	267	293	250	206	287	369	354	216
Zm00001d018546	0	1	0	1	0	0	1	3
Zm00001d018552	5	7	1	9	4	7	9	11
Zm00001d018553	1	3	2	0	1	0	0	0
Zm00001d018554	27	16	25	25	19	20	53	11
Zm00001d018555	271	248	249	258	337	349	350	277
Zm00001d018557	265	171	212	204	286	252	306	258
Zm00001d018560	754	645	611	777	963	1122	1401	1079
Zm00001d018561	0	1	0	5	1	2	3	3
Zm00001d018562	840	788	783	915	1225	1319	1720	1142
Zm00001d018565	1253	1126	920	1036	1838	2027	2334	1572
Zm00001d018567	430	396	368	451	474	623	722	551
Zm00001d018568	44	62	187	168	126	65	350	283
Zm00001d018571	1163	1148	1335	1376	599	509	1721	1293
Zm00001d018572	0	0	3	1	0	0	1	1
Zm00001d018573	693	525	643	725	994	1032	971	808
Zm00001d018574	17	8	1	0	17	39	1	1
Zm00001d018575	5004	4198	4447	4094	3913	3539	5831	4649
Zm00001d018576	34	41	8	22	47	42	27	26
Zm00001d018580	55	49	4	9	16	21	18	11
Zm00001d018581	0	0	13	20	0	0	15	12
Zm00001d034964	700	748	624	770	644	754	1134	827
Zm00001d034965	252	218	216	239	225	160	268	181
Zm00001d034967	4	8	1	2	9	10	33	22
Zm00001d034968	202	135	123	117	104	142	209	137
Zm00001d034969	8805	5902	6105	6804	2816	1880	2808	2615
Zm00001d034970	200	162	163	168	206	237	257	282
Zm00001d034976	1	1	10	7	0	2	3	4
Zm00001d034977	855	466	1055	1095	658	406	545	582
Zm00001d034978	733	460	430	426	976	1131	978	626
Zm00001d034979	0	0	0	0	1	3	10	8
Zm00001d034981	1	0	1	2	1	0	1	1
Zm00001d034983	0	0	5	1	0	0	4	3
Zm00001d034986	17	24	49	30	9	5	35	75
Zm00001d034989	50	20	48	56	47	38	120	74
Zm00001d034990	238	222	166	199	211	223	246	184
Zm00001d034991	667	546	594	557	700	1118	717	640
Zm00001d034995	37	15	44	31	23	54	27	20
Zm00001d034996	369	288	266	310	381	396	398	317
Zm00001d034998	440	392	467	497	507	565	755	648
Zm00001d035000	47	70	34	19	103	62	80	53
Zm00001d035001	59559	40981	47016	47837	22960	15473	18024	16984
Zm00001d035002	13805	9736	12001	11884	8640	6452	9681	8900
Zm00001d035003	44560	29663	25977	27781	20980	13422	18185	20381
Zm00001d035004	1799	1635	1226	1533	2270	2921	3434	2418
Zm00001d035005	8	9	12	8	7	24	25	16
Zm00001d035007	4	28	10	9	36	124	77	46
Zm00001d035008	191	178	158	141	246	298	318	233
Zm00001d035012	295	254	205	231	335	381	345	268
Zm00001d035013	35	58	23	14	11	3	9	14
Zm00001d035014	155	125	148	192	227	198	277	281
Zm00001d035015	161	139	65	103	309	419	310	174
Zm00001d035016	94	78	77	105	92	134	252	128
Zm00001d035019	534	342	424	376	598	553	413	405
Zm00001d035020	15	9	13	10	12	12	29	48
Zm00001d035021	0	3	4	0	0	0	4	22
Zm00001d035023	16	10	8	4	24	35	33	33
Zm00001d035028	19	11	16	13	8	10	49	86
Zm00001d001293	5	5	0	2	27	19	3	1
Zm00001d035029	1021	926	615	582	1097	1314	1154	983
Zm00001d035030	1148	817	773	886	1462	1880	2291	1701
Zm00001d035031	454	379	334	335	417	543	512	402
Zm00001d035032	130	115	148	170	250	633	518	418
Zm00001d035033	7	3	8	16	3	7	15	8
Zm00001d035034	55009	41536	52389	48967	34679	25574	33927	27521
Zm00001d035035	84	83	49	62	185	219	119	149
Zm00001d035037	19	16	18	22	3	7	16	13
Zm00001d035038	28	16	18	19	17	17	28	25
Zm00001d035039	885	943	503	547	499	518	663	730
Zm00001d035040	388	305	276	303	338	384	375	344
Zm00001d035041	957	819	713	851	855	985	1365	975
Zm00001d035042	1	0	5	3	0	0	0	3
Zm00001d035044	1078	1060	901	1058	1161	1652	2110	1413
Zm00001d035046	427	375	356	317	330	725	539	534
Zm00001d035047	1117	1069	841	899	1002	1154	1363	1140
Zm00001d035048	257	160	211	173	308	305	319	293
Zm00001d035050	275	189	209	135	611	699	344	230
Zm00001d035051	2083	1436	1896	1999	1001	611	830	676
Zm00001d035052	939	693	918	940	1095	797	1027	911
Zm00001d035053	60	36	59	60	68	62	33	22
Zm00001d035054	558	449	455	400	808	731	590	524
Zm00001d035055	30	48	138	149	111	79	707	285
Zm00001d035057	3	2	4	18	3	0	16	10
Zm00001d035063	7	0	21	25	5	0	8	3
Zm00001d035064	10	17	21	29	44	17	16	21
Zm00001d035065	594	554	509	561	763	836	1073	872
Zm00001d035066	331	250	263	240	335	364	354	338
Zm00001d035067	11	11	4	15	41	31	45	22
Zm00001d035070	1	1	19	33	3	1	56	26
Zm00001d035072	557	340	464	546	532	638	675	603
Zm00001d035076	164	140	173	126	141	131	165	142
Zm00001d035079	87	106	103	103	97	70	48	84
Zm00001d035080	3	20	19	0	116	561	155	178
Zm00001d035081	7552	5145	5416	4787	9657	8807	8824	7944
Zm00001d035084	6	7	2	0	12	17	1	2
Zm00001d035086	863	666	609	547	1216	1331	1076	950
Zm00001d035087	590	365	539	388	470	488	402	421
Zm00001d035088	381	419	339	364	635	889	1028	681
Zm00001d035089	467	522	387	492	747	805	1336	889
Zm00001d035090	149	80	193	215	201	113	109	182
Zm00001d035091	1	0	2	0	4	5	9	2
Zm00001d035092	1361	992	1523	1340	1143	846	777	751
Zm00001d035093	274	192	183	235	313	390	527	354
Zm00001d035094	187	126	197	109	274	308	273	299
Zm00001d035095	427	330	527	465	636	632	679	655
Zm00001d035097	5	4	0	2	7	7	0	1
Zm00001d035098	273	199	199	252	330	464	665	494
Zm00001d035113	374	334	344	370	341	357	614	411
Zm00001d035115	2022	1625	1288	1575	1585	1851	2413	1913
Zm00001d035119	38	32	8	4	21	14	6	6
Zm00001d035124	41	39	61	58	91	86	143	112
Zm00001d035125	0	0	76	71	1	5	81	70
Zm00001d035130	127	125	38	26	220	235	121	92
Zm00001d035132	204	188	29	40	263	193	52	34
Zm00001d035133	21	19	5	7	40	28	14	3
Zm00001d035134	68	26	37	34	42	35	45	34
Zm00001d035135	31064	21241	28454	26993	13720	8775	11708	11055
Zm00001d035136	926	739	588	537	1244	1244	1287	1409
Zm00001d035139	1107	902	765	952	1058	1019	1085	720
Zm00001d035140	1200	885	1144	928	1431	1273	1515	1361
Zm00001d035145	1	2	0	0	3	3	0	0
Zm00001d035148	1	1	42	45	0	1	95	114
Zm00001d035149	16	8	8	18	11	29	29	13
Zm00001d035156	22160	18373	17594	14941	16966	17324	14824	13422
Zm00001d035157	5072	4516	2771	2822	12291	14396	13038	9856
Zm00001d035162	5	194	91	16	826	7534	445	1326
Zm00001d035163	63	66	84	117	194	332	265	127
Zm00001d035166	176	176	61	35	928	2718	342	306
Zm00001d035167	439	409	215	244	382	516	420	345
Zm00001d035168	548	391	367	352	685	761	692	555
Zm00001d035169	483	351	692	521	389	353	578	499
Zm00001d035170	661	614	866	738	940	974	1655	1359
Zm00001d035171	463	404	219	282	232	203	254	319
Zm00001d035172	10	1	58	43	25	41	41	49
Zm00001d035174	0	0	12	6	0	0	18	8
Zm00001d035178	185	370	90	86	59	165	50	53
Zm00001d001298	9	5	0	0	7	6	0	0
Zm00001d035182	12	7	0	0	9	14	0	0
Zm00001d035183	395	323	250	213	479	630	470	343
Zm00001d035184	292	223	116	118	265	279	186	163
Zm00001d035185	1170	888	848	1046	839	727	767	568
Zm00001d035186	443	370	417	429	431	604	775	556
Zm00001d035187	0	0	3	3	0	0	18	5
Zm00001d035194	777	728	716	695	553	645	1136	780
Zm00001d035195	1415	1186	1114	1613	409	418	671	365
Zm00001d035197	0	0	3	0	0	2	3	1
Zm00001d035198	437	385	275	328	456	439	369	371
Zm00001d035199	80	96	113	84	171	187	306	236
Zm00001d035200	2271	2105	1505	1328	1443	1952	1990	1563
Zm00001d035201	1084	872	1530	986	1068	1282	1428	1410
Zm00001d035205	0	0	6	8	0	2	3	13
Zm00001d035206	403	325	187	207	501	509	520	321
Zm00001d035207	290	232	129	111	296	399	189	139
Zm00001d035208	1287	1094	492	541	1057	1132	881	784
Zm00001d035209	2	1	19	42	0	1	44	29
Zm00001d035211	408	385	86	78	394	578	71	88
Zm00001d035212	9040	6359	6419	6731	4039	3211	3665	3476
Zm00001d035214	17	41	9	1	0	0	0	0
Zm00001d035217	4	4	8	22	10	5	42	20
ENSRNA049478126	67	5	29	17	4	28	4	11
ENSRNA049478212	3	1	1	0	1	0	1	2
ENSRNA049478144	36	2	6	5	2	14	3	2
ENSRNA049478207	7	0	0	1	1	10	0	0
ENSRNA049478113	59	9	22	22	6	25	15	9
ENSRNA049478226	6	0	1	1	0	3	0	0
ENSRNA049478122	68	14	8	10	11	28	10	7
ENSRNA049478333	6	1	0	1	0	1	0	0
ENSRNA049478109	115	18	16	20	11	37	4	7
ENSRNA049478138	54	6	11	11	5	27	0	6
Zm00001d035222	65	34	32	50	34	28	53	46
ENSRNA049478119	65	14	6	21	4	37	12	7
ENSRNA049478167	27	4	2	8	2	14	1	3
ENSRNA049478153	42	5	13	4	1	22	5	5
ENSRNA049478140	20	3	8	2	1	8	4	5
ENSRNA049478131	45	8	5	6	6	24	9	5
ENSRNA049478183	31	3	1	5	2	22	0	0
ENSRNA049478252	63	1	3	5	0	7	0	3
ENSRNA049478188	25	6	9	3	1	17	1	4
ENSRNA049478201	13	0	2	3	3	14	0	2
ENSRNA049478218	1	0	1	0	1	0	0	1
ENSRNA049478177	13	1	13	1	0	5	4	2
ENSRNA049478193	17	1	2	0	0	7	1	1
ENSRNA049478136	9	2	9	2	1	6	1	3
ENSRNA049478162	14	1	13	8	1	6	1	4
ENSRNA049478156	0	1	2	2	0	4	0	0
Zm00001d001303	11	10	4	0	8	7	4	3
Zm00001d001304	7	8	3	5	9	21	26	11
Zm00001d035224	48	28	28	21	47	70	114	73
Zm00001d035226	3	0	0	1	3	0	0	4
Zm00001d035228	176	145	91	134	99	98	142	96
Zm00001d035229	9	4	5	5	3	6	5	4
Zm00001d035230	84	57	88	97	266	301	333	298
Zm00001d035233	15	13	43	40	32	16	24	12
Zm00001d035234	68	36	52	39	79	98	173	134
Zm00001d035235	387	255	226	250	432	392	418	342
Zm00001d035236	11	36	52	42	43	82	53	89
Zm00001d035243	1340	1381	1253	1638	430	746	1238	537
Zm00001d035244	2	0	0	9	0	3	14	16
Zm00001d035245	0	0	0	0	1	1	1	3
Zm00001d035246	81	174	79	66	1087	3008	1843	1372
Zm00001d035253	267	232	18	9	242	267	19	28
Zm00001d035254	621	439	556	543	572	662	640	557
Zm00001d035256	47	33	44	45	67	44	20	33
Zm00001d035258	0	0	0	1	1	6	1	0
Zm00001d035263	57	24	31	19	61	123	68	129
Zm00001d035265	5	3	0	0	1	15	1	0
Zm00001d035267	50	56	50	39	38	61	80	59
Zm00001d035269	2	3	1	3	3	5	4	4
Zm00001d035270	1940	1880	914	795	1113	1116	787	627
Zm00001d035277	0	2	1	3	2	1	3	4
Zm00001d035283	0	1	6	3	0	0	6	5
Zm00001d035285	23	9	35	36	51	48	58	48
Zm00001d035288	457	350	423	342	433	502	617	493
Zm00001d035294	21	8	1	13	26	26	31	34
Zm00001d035295	30	36	34	27	97	68	43	43
Zm00001d035297	149	115	74	62	186	231	137	117
Zm00001d035298	211	163	144	132	274	292	226	175
Zm00001d035300	0	0	0	2	8	4	1	12
Zm00001d035301	4	1	5	2	6	5	7	3
Zm00001d035303	938	963	311	277	696	651	309	211
Zm00001d035304	25	8	119	141	46	6	229	168
Zm00001d035306	82	54	2	4	76	57	8	9
Zm00001d035308	1090	817	1169	958	1197	1408	3267	2637
Zm00001d035309	217	226	321	254	438	393	599	456
Zm00001d035310	25	13	35	27	33	34	29	20
Zm00001d035312	190	125	174	95	210	211	228	211
Zm00001d001307	7	1	5	6	5	24	14	7
Zm00001d035313	62	46	61	48	93	88	81	43
Zm00001d035316	1	0	14	7	2	1	42	31
Zm00001d035317	144	153	164	177	213	210	202	103
Zm00001d035318	163	166	162	150	200	208	262	212
Zm00001d001308	1	1	0	1	3	1	6	0
Zm00001d035319	72	55	66	74	91	53	86	98
Zm00001d035321	942	533	945	946	724	711	741	804
Zm00001d035322	6	3	2	1	2	3	0	1
Zm00001d035323	127	126	110	121	299	384	266	222
Zm00001d035324	3	1	8	13	1	6	54	42
Zm00001d035326	0	0	2	2	0	0	7	7
Zm00001d035327	0	0	1	0	1	3	0	1
Zm00001d035329	0	1	49	66	0	0	84	58
Zm00001d035331	16	7	23	15	22	33	12	19
ENSRNA049477424	0	2	2	0	0	2	3	2
Zm00001d035333	0	0	2	2	2	3	14	6
Zm00001d035336	153	162	22	26	16	15	0	4
Zm00001d035337	23888	23880	13870	12806	14367	13724	18119	14580
Zm00001d035342	0	0	3	1	0	4	2	6
Zm00001d035343	38	28	40	70	39	54	82	46
Zm00001d035345	0	0	0	5	1	0	5	4
Zm00001d035346	1073	1112	920	999	1280	1851	2724	1720
Zm00001d035352	5	1	0	4	5	1	5	4
Zm00001d035356	209	166	169	192	218	280	379	282
Zm00001d035361	14	13	29	20	52	102	69	51
Zm00001d035363	0	2	2	9	4	0	6	6
Zm00001d001311	7	18	8	4	64	35	25	21
Zm00001d035367	2579	2661	1879	1721	1503	1143	1890	1317
Zm00001d035370	0	0	1	3	0	0	2	2
Zm00001d035377	150	122	125	176	464	425	502	383
Zm00001d035378	0	1	0	1	6	2	0	2
Zm00001d035381	21	11	11	25	23	25	50	38
Zm00001d035382	14	19	20	30	7	24	20	14
Zm00001d035383	319	285	252	246	157	167	181	132
Zm00001d035385	3	4	1	9	0	8	4	0
Zm00001d001315	0	0	2	6	0	2	1	0
Zm00001d035390	4725	4215	4	18	4670	3749	50	11
Zm00001d035393	1	0	0	5	0	0	1	3
Zm00001d035395	8	0	0	3	14	45	9	3
Zm00001d035396	29	41	0	0	30	21	0	0
Zm00001d035400	100	110	27	48	274	564	152	86
Zm00001d035401	4	13	22	5	42	65	45	49
Zm00001d035405	214	337	131	179	133	294	307	218
Zm00001d035408	99	74	48	51	93	170	56	58
Zm00001d035409	2353	2036	1	0	1377	1275	5	2
Zm00001d035411	110	77	47	49	113	162	130	75
Zm00001d035412	2	5	8	5	5	19	12	4
Zm00001d035413	216	286	0	2	306	498	0	3
Zm00001d035416	6	6	13	7	19	17	24	10
Zm00001d035420	241	266	184	241	330	449	537	318
Zm00001d035428	48	33	203	168	62	137	327	309
Zm00001d035432	0	0	5	0	1	0	6	17
Zm00001d035434	23	9	180	274	11	9	318	207
Zm00001d035436	54	20	22	20	42	112	105	53
ENSRNA049477408	75	4	7	11	10	30	4	3
ENSRNA049477412	16	5	7	1	8	0	3	1
ENSRNA049477401	30	6	16	1	1	14	1	4
ENSRNA049477415	4	0	1	1	1	0	0	0
ENSRNA049477405	36	20	8	25	15	23	16	14
ENSRNA049477429	4	1	0	1	0	3	1	0
Zm00001d035440	3806	3761	3530	3514	2364	2245	3069	2403
Zm00001d035443	2885	2808	2286	1732	1664	1999	2809	2435
Zm00001d035444	10	13	23	17	16	25	85	55
Zm00001d035445	276	285	248	183	1516	4516	1719	1516
Zm00001d035446	0	0	4	1	0	0	3	12
Zm00001d035447	806	617	662	701	1522	1387	1211	928
Zm00001d035450	26	18	0	0	63	164	0	0
Zm00001d035454	0	0	2	1	4	0	3	7
Zm00001d035455	1517	1726	1388	1803	1354	1511	1208	1214
Zm00001d035456	1988	1326	2590	2351	693	503	1620	1324
Zm00001d035457	62	62	35	37	82	97	104	125
Zm00001d035462	119	156	126	85	110	91	60	50
Zm00001d035463	0	0	32	36	0	0	49	27
Zm00001d035465	5	6	15	7	9	11	24	25
Zm00001d035466	8	11	7	20	22	12	16	23
Zm00001d035467	93	116	67	40	194	206	118	135
Zm00001d035468	35	35	26	36	46	26	45	29
Zm00001d035470	2319	2271	1048	1092	2340	3060	2067	1348
Zm00001d035473	623	525	580	382	824	812	704	625
Zm00001d035474	270	277	191	206	314	324	330	294
Zm00001d035475	1491	1212	681	794	883	1240	1189	814
Zm00001d035476	29	25	105	73	81	133	181	168
Zm00001d035479	7	15	0	0	12	27	0	0
Zm00001d035480	0	0	6	1	0	0	5	2
Zm00001d035481	271	217	27	27	316	416	41	24
Zm00001d035486	17	17	18	40	22	22	4	14
Zm00001d035487	1026	791	824	923	1073	1043	1601	1249
Zm00001d035491	147	122	268	170	118	139	292	230
Zm00001d035492	1328	1036	1249	1030	1290	988	1135	1133
Zm00001d035493	0	0	3	6	0	0	11	3
Zm00001d035494	296	385	23	18	220	350	174	157
Zm00001d035495	12	16	0	0	7	29	0	0
Zm00001d035496	1	0	2	1	0	0	4	3
Zm00001d035498	1	0	2	0	5	1	0	1
Zm00001d035500	171	164	163	133	266	307	316	284
Zm00001d035501	384	304	342	381	731	690	1273	661
Zm00001d035503	161	143	117	105	206	201	334	207
Zm00001d035506	6	1	1	15	23	11	8	6
Zm00001d035512	9324	7867	5574	5769	4872	6521	6530	4671
Zm00001d035514	479	459	300	320	535	693	621	386
Zm00001d035515	1609	1107	1280	1264	1430	1325	1640	1302
Zm00001d035519	1459	1036	1065	1140	2015	2238	1782	1428
Zm00001d035526	83	53	90	100	146	94	140	151
Zm00001d035527	638	561	514	588	610	585	736	604
Zm00001d035538	0	0	5	4	0	0	5	1
Zm00001d035539	1	0	2	6	3	1	3	3
Zm00001d035540	71	70	30	20	73	108	76	59
Zm00001d035542	252	415	184	85	676	1283	634	876
Zm00001d035543	16361	14807	11828	11852	20913	20561	29198	24495
Zm00001d035544	0	0	116	134	0	0	218	203
Zm00001d035546	15	15	30	33	17	30	26	27
Zm00001d035548	0	0	1	2	0	0	2	4
Zm00001d035551	1516	1088	1212	1125	1552	1604	1809	1327
Zm00001d035552	829	720	619	522	1021	1071	1019	839
Zm00001d035553	34	106	12	3	74	116	9	4
Zm00001d035554	0	3	1	3	2	1	2	4
Zm00001d035557	4	0	13	19	0	0	9	17
Zm00001d035561	50	25	181	105	7	11	30	27
Zm00001d035562	162	142	179	80	143	137	32	20
Zm00001d035568	0	0	0	0	1	3	2	3
Zm00001d035569	23	21	29	34	72	40	91	45
Zm00001d035570	772	989	70	64	466	592	170	106
Zm00001d035574	582	463	519	604	748	983	1349	994
Zm00001d035575	0	0	1	2	0	0	1	4
Zm00001d035578	308	281	370	311	364	478	672	586
Zm00001d035579	325	380	100	75	322	403	197	133
Zm00001d035581	0	0	7	13	0	0	20	11
Zm00001d035588	407	524	547	375	349	623	270	237
Zm00001d035589	35	46	76	79	3	52	72	48
Zm00001d035590	0	0	7	3	0	0	25	8
Zm00001d035592	0	1	0	11	3	6	0	8
Zm00001d035593	26	33	16	17	78	69	51	50
Zm00001d035595	1301	1123	184	216	1744	1855	345	327
Zm00001d035597	52	53	122	227	51	55	225	180
Zm00001d035598	582	446	668	730	557	741	1147	876
Zm00001d035599	165	117	133	111	189	263	287	203
Zm00001d035600	29	29	5	13	22	37	21	16
Zm00001d035601	40	19	41	85	36	41	124	85
Zm00001d035603	38	55	132	288	98	127	48	66
Zm00001d035604	812	723	350	491	1008	1548	1464	830
Zm00001d035605	23008	25831	4940	7552	14965	29636	21166	10173
Zm00001d035606	2	1	1	1	0	0	0	1
Zm00001d035608	147	125	126	133	145	198	260	150
Zm00001d035610	137	125	174	168	282	310	230	223
Zm00001d035616	1389	1274	3523	2937	3150	4722	5575	5809
Zm00001d035621	4	5	0	2	3	0	12	4
Zm00001d035624	281	305	246	262	436	383	386	179
Zm00001d035625	52	35	17	22	22	34	39	39
Zm00001d035626	1	0	0	0	1	2	2	1
Zm00001d035628	1853	1563	1169	1221	1972	2335	2183	1413
